Reaction_No,Reactant_1,Reactant_2,Ligand,Base,Solvent,Yield
2944,"1a, 6-Cl-Q","2b, Boronic Ester","L4, P(Cy)3","B3, LiOtBu","S4, DMF",0.130956
2945,"1a, 6-Cl-Q","2b, Boronic Ester","L5, P(o-Tol)3","B3, LiOtBu","S4, DMF",0.080413
2946,"1a, 6-Cl-Q","2b, Boronic Ester","L6, CataCXium A","B3, LiOtBu","S4, DMF",0.172562
2947,"1a, 6-Cl-Q","2b, Boronic Ester","L7, SPhos","B3, LiOtBu","S4, DMF",0.123982
2948,"1a, 6-Cl-Q","2b, Boronic Ester","L8, dtbpf","B3, LiOtBu","S4, DMF",0.172579
2949,"1a, 6-Cl-Q","2b, Boronic Ester","L9, XPhos","B3, LiOtBu","S4, DMF",0.111301
2950,"1a, 6-Cl-Q","2b, Boronic Ester","L10, dppf","B3, LiOtBu","S4, DMF",0.213558
2951,"1a, 6-Cl-Q","2b, Boronic Ester","L11, Xantphos","B3, LiOtBu","S4, DMF",0.064752
2952,"1a, 6-Cl-Q","2b, Boronic Ester","L12, None","B3, LiOtBu","S4, DMF",0.122051
2953,"1a, 6-Cl-Q","2b, Boronic Ester","L1.0, P(tBu)3","B2, Et3N","S4, DMF",0.058401
2954,"1a, 6-Cl-Q","2b, Boronic Ester","L2, P(Ph)3 ","B2, Et3N","S4, DMF",0.156967
2955,"1a, 6-Cl-Q","2b, Boronic Ester","L3, P(Ph)3 ","B2, Et3N","S4, DMF",0.098018
2956,"1a, 6-Cl-Q","2b, Boronic Ester","L4, P(Cy)3","B2, Et3N","S4, DMF",0.131332
2957,"1a, 6-Cl-Q","2b, Boronic Ester","L5, P(o-Tol)3","B2, Et3N","S4, DMF",0.081852
2958,"1a, 6-Cl-Q","2b, Boronic Ester","L6, CataCXium A","B2, Et3N","S4, DMF",0.161205
2959,"1a, 6-Cl-Q","2b, Boronic Ester","L7, SPhos","B2, Et3N","S4, DMF",0.107538
2960,"1a, 6-Cl-Q","2b, Boronic Ester","L8, dtbpf","B2, Et3N","S4, DMF",0.173943
2961,"1a, 6-Cl-Q","2b, Boronic Ester","L9, XPhos","B2, Et3N","S4, DMF",0.099022
2962,"1a, 6-Cl-Q","2b, Boronic Ester","L10, dppf","B2, Et3N","S4, DMF",0.228062
2963,"1a, 6-Cl-Q","2b, Boronic Ester","L11, Xantphos","B2, Et3N","S4, DMF",0.078806
2964,"1a, 6-Cl-Q","2b, Boronic Ester","L12, None","B2, Et3N","S4, DMF",0.129098
2965,"1a, 6-Cl-Q","2b, Boronic Ester","L1.0, P(tBu)3","B1, None","S4, DMF",0.066912
2966,"1a, 6-Cl-Q","2b, Boronic Ester","L2, P(Ph)3 ","B1, None","S4, DMF",0.159272
2967,"1a, 6-Cl-Q","2b, Boronic Ester","L3, P(Ph)3 ","B1, None","S4, DMF",0.089433
2968,"1a, 6-Cl-Q","2b, Boronic Ester","L4, P(Cy)3","B1, None","S4, DMF",0.151547
2969,"1a, 6-Cl-Q","2b, Boronic Ester","L5, P(o-Tol)3","B1, None","S4, DMF",0.109183
2970,"1a, 6-Cl-Q","2b, Boronic Ester","L6, CataCXium A","B1, None","S4, DMF",0.195335
2971,"1a, 6-Cl-Q","2b, Boronic Ester","L7, SPhos","B1, None","S4, DMF",0.154182
2972,"1a, 6-Cl-Q","2b, Boronic Ester","L8, dtbpf","B1, None","S4, DMF",0.168772
2973,"1a, 6-Cl-Q","2b, Boronic Ester","L9, XPhos","B1, None","S4, DMF",0.084746
2974,"1a, 6-Cl-Q","2b, Boronic Ester","L10, dppf","B1, None","S4, DMF",0.243001
2975,"1a, 6-Cl-Q","2b, Boronic Ester","L11, Xantphos","B1, None","S4, DMF",0.084797
2976,"1a, 6-Cl-Q","2b, Boronic Ester","L12, None","B1, None","S4, DMF",0.139692
2977,"1a, 6-Cl-Q","2b, Boronic Ester","L1.0, P(tBu)3","B8, NaOH","S1, MeOH",0.201859
2978,"1a, 6-Cl-Q","2b, Boronic Ester","L2, P(Ph)3 ","B8, NaOH","S1, MeOH",0.128456
2979,"1a, 6-Cl-Q","2b, Boronic Ester","L3, P(Ph)3 ","B8, NaOH","S1, MeOH",0.088198
2980,"1a, 6-Cl-Q","2b, Boronic Ester","L4, P(Cy)3","B8, NaOH","S1, MeOH",0.210691
2981,"1a, 6-Cl-Q","2b, Boronic Ester","L5, P(o-Tol)3","B8, NaOH","S1, MeOH",0.074503
2982,"1a, 6-Cl-Q","2b, Boronic Ester","L6, CataCXium A","B8, NaOH","S1, MeOH",0.429834
2983,"1a, 6-Cl-Q","2b, Boronic Ester","L7, SPhos","B8, NaOH","S1, MeOH",0.630567
2984,"1a, 6-Cl-Q","2b, Boronic Ester","L8, dtbpf","B8, NaOH","S1, MeOH",0.139406
2985,"1a, 6-Cl-Q","2b, Boronic Ester","L9, XPhos","B8, NaOH","S1, MeOH",0.589725
2986,"1a, 6-Cl-Q","2b, Boronic Ester","L10, dppf","B8, NaOH","S1, MeOH",0.15369
2987,"1a, 6-Cl-Q","2b, Boronic Ester","L11, Xantphos","B8, NaOH","S1, MeOH",0.011425
2988,"1a, 6-Cl-Q","2b, Boronic Ester","L12, None","B8, NaOH","S1, MeOH",0.177386
2989,"1a, 6-Cl-Q","2b, Boronic Ester","L1.0, P(tBu)3","B7, NaHCO3","S1, MeOH",0.211988
2990,"1a, 6-Cl-Q","2b, Boronic Ester","L2, P(Ph)3 ","B7, NaHCO3","S1, MeOH",0.119074
2991,"1a, 6-Cl-Q","2b, Boronic Ester","L3, P(Ph)3 ","B7, NaHCO3","S1, MeOH",0.12205
2992,"1a, 6-Cl-Q","2b, Boronic Ester","L4, P(Cy)3","B7, NaHCO3","S1, MeOH",0.304881
2993,"1a, 6-Cl-Q","2b, Boronic Ester","L5, P(o-Tol)3","B7, NaHCO3","S1, MeOH",0.07673
2994,"1a, 6-Cl-Q","2b, Boronic Ester","L6, CataCXium A","B7, NaHCO3","S1, MeOH",0.162716
2995,"1a, 6-Cl-Q","2b, Boronic Ester","L7, SPhos","B7, NaHCO3","S1, MeOH",0.359373
2996,"1a, 6-Cl-Q","2b, Boronic Ester","L8, dtbpf","B7, NaHCO3","S1, MeOH",0.131594
2997,"1a, 6-Cl-Q","2b, Boronic Ester","L9, XPhos","B7, NaHCO3","S1, MeOH",0.341638
2998,"1a, 6-Cl-Q","2b, Boronic Ester","L10, dppf","B7, NaHCO3","S1, MeOH",0.154329
2999,"1a, 6-Cl-Q","2b, Boronic Ester","L11, Xantphos","B7, NaHCO3","S1, MeOH",0.053782
3000,"1a, 6-Cl-Q","2b, Boronic Ester","L12, None","B7, NaHCO3","S1, MeOH",0.157475
3001,"1a, 6-Cl-Q","2b, Boronic Ester","L1.0, P(tBu)3","B4, CsF","S1, MeOH",0.23394
3002,"1a, 6-Cl-Q","2b, Boronic Ester","L2, P(Ph)3 ","B4, CsF","S1, MeOH",0.116773
3003,"1a, 6-Cl-Q","2b, Boronic Ester","L3, P(Ph)3 ","B4, CsF","S1, MeOH",0.098043
3004,"1a, 6-Cl-Q","2b, Boronic Ester","L4, P(Cy)3","B4, CsF","S1, MeOH",0.18067
3005,"1a, 6-Cl-Q","2b, Boronic Ester","L5, P(o-Tol)3","B4, CsF","S1, MeOH",0.081493
3006,"1a, 6-Cl-Q","2b, Boronic Ester","L6, CataCXium A","B4, CsF","S1, MeOH",0.217652
3007,"1a, 6-Cl-Q","2b, Boronic Ester","L7, SPhos","B4, CsF","S1, MeOH",0.143812
3008,"1a, 6-Cl-Q","2b, Boronic Ester","L8, dtbpf","B4, CsF","S1, MeOH",0.169109
3009,"1a, 6-Cl-Q","2b, Boronic Ester","L9, XPhos","B4, CsF","S1, MeOH",0.161847
3010,"1a, 6-Cl-Q","2b, Boronic Ester","L10, dppf","B4, CsF","S1, MeOH",0.126909
3011,"1a, 6-Cl-Q","2b, Boronic Ester","L11, Xantphos","B4, CsF","S1, MeOH",0.038576
3012,"1a, 6-Cl-Q","2b, Boronic Ester","L12, None","B4, CsF","S1, MeOH",0.120843
3013,"1a, 6-Cl-Q","2b, Boronic Ester","L1.0, P(tBu)3","B5, K3PO4","S1, MeOH",0.156948
3014,"1a, 6-Cl-Q","2b, Boronic Ester","L2, P(Ph)3 ","B5, K3PO4","S1, MeOH",0.120431
3015,"1a, 6-Cl-Q","2b, Boronic Ester","L3, P(Ph)3 ","B5, K3PO4","S1, MeOH",0.100937
3016,"1a, 6-Cl-Q","2b, Boronic Ester","L4, P(Cy)3","B5, K3PO4","S1, MeOH",0.193496
3017,"1a, 6-Cl-Q","2b, Boronic Ester","L5, P(o-Tol)3","B5, K3PO4","S1, MeOH",0.058743
3018,"1a, 6-Cl-Q","2b, Boronic Ester","L6, CataCXium A","B5, K3PO4","S1, MeOH",0.154225
3019,"1a, 6-Cl-Q","2b, Boronic Ester","L7, SPhos","B5, K3PO4","S1, MeOH",0.604458
3020,"1a, 6-Cl-Q","2b, Boronic Ester","L8, dtbpf","B5, K3PO4","S1, MeOH",0.144414
3021,"1a, 6-Cl-Q","2b, Boronic Ester","L9, XPhos","B5, K3PO4","S1, MeOH",0.517529
3022,"1a, 6-Cl-Q","2b, Boronic Ester","L10, dppf","B5, K3PO4","S1, MeOH",0.161295
3023,"1a, 6-Cl-Q","2b, Boronic Ester","L11, Xantphos","B5, K3PO4","S1, MeOH",0.07556
3024,"1a, 6-Cl-Q","2b, Boronic Ester","L12, None","B5, K3PO4","S1, MeOH",0.144107
3025,"1a, 6-Cl-Q","2b, Boronic Ester","L1.0, P(tBu)3","B6, KOH","S1, MeOH",0.153189
3026,"1a, 6-Cl-Q","2b, Boronic Ester","L2, P(Ph)3 ","B6, KOH","S1, MeOH",0.118123
3027,"1a, 6-Cl-Q","2b, Boronic Ester","L3, P(Ph)3 ","B6, KOH","S1, MeOH",0.111999
3028,"1a, 6-Cl-Q","2b, Boronic Ester","L4, P(Cy)3","B6, KOH","S1, MeOH",0.21417
3029,"1a, 6-Cl-Q","2b, Boronic Ester","L5, P(o-Tol)3","B6, KOH","S1, MeOH",0.062751
3030,"1a, 6-Cl-Q","2b, Boronic Ester","L6, CataCXium A","B6, KOH","S1, MeOH",0.132934
3031,"1a, 6-Cl-Q","2b, Boronic Ester","L7, SPhos","B6, KOH","S1, MeOH",0.603988
3032,"1a, 6-Cl-Q","2b, Boronic Ester","L8, dtbpf","B6, KOH","S1, MeOH",0.145698
3033,"1a, 6-Cl-Q","2b, Boronic Ester","L9, XPhos","B6, KOH","S1, MeOH",0.608506
3034,"1a, 6-Cl-Q","2b, Boronic Ester","L10, dppf","B6, KOH","S1, MeOH",0.171836
3035,"1a, 6-Cl-Q","2b, Boronic Ester","L11, Xantphos","B6, KOH","S1, MeOH",0.068593
3036,"1a, 6-Cl-Q","2b, Boronic Ester","L12, None","B6, KOH","S1, MeOH",0.16287
3037,"1a, 6-Cl-Q","2b, Boronic Ester","L1.0, P(tBu)3","B3, LiOtBu","S1, MeOH",0.174331
3038,"1a, 6-Cl-Q","2b, Boronic Ester","L2, P(Ph)3 ","B3, LiOtBu","S1, MeOH",0.09206
3039,"1a, 6-Cl-Q","2b, Boronic Ester","L3, P(Ph)3 ","B3, LiOtBu","S1, MeOH",0.12794
3040,"1a, 6-Cl-Q","2b, Boronic Ester","L4, P(Cy)3","B3, LiOtBu","S1, MeOH",0.234475
3041,"1a, 6-Cl-Q","2b, Boronic Ester","L5, P(o-Tol)3","B3, LiOtBu","S1, MeOH",0.080672
3042,"1a, 6-Cl-Q","2b, Boronic Ester","L6, CataCXium A","B3, LiOtBu","S1, MeOH",0.211762
3043,"1a, 6-Cl-Q","2b, Boronic Ester","L7, SPhos","B3, LiOtBu","S1, MeOH",0.600166
3044,"1a, 6-Cl-Q","2b, Boronic Ester","L8, dtbpf","B3, LiOtBu","S1, MeOH",0.165615
3045,"1a, 6-Cl-Q","2b, Boronic Ester","L9, XPhos","B3, LiOtBu","S1, MeOH",0.655352
3046,"1a, 6-Cl-Q","2b, Boronic Ester","L10, dppf","B3, LiOtBu","S1, MeOH",0.177416
3047,"1a, 6-Cl-Q","2b, Boronic Ester","L11, Xantphos","B3, LiOtBu","S1, MeOH",0.085332
3048,"1a, 6-Cl-Q","2b, Boronic Ester","L12, None","B3, LiOtBu","S1, MeOH",0.164839
3049,"1a, 6-Cl-Q","2b, Boronic Ester","L1.0, P(tBu)3","B2, Et3N","S1, MeOH",0.150549
3050,"1a, 6-Cl-Q","2b, Boronic Ester","L2, P(Ph)3 ","B2, Et3N","S1, MeOH",0.119134
3051,"1a, 6-Cl-Q","2b, Boronic Ester","L3, P(Ph)3 ","B2, Et3N","S1, MeOH",0.108727
3052,"1a, 6-Cl-Q","2b, Boronic Ester","L4, P(Cy)3","B2, Et3N","S1, MeOH",0.221992
3053,"1a, 6-Cl-Q","2b, Boronic Ester","L5, P(o-Tol)3","B2, Et3N","S1, MeOH",0.066961
3054,"1a, 6-Cl-Q","2b, Boronic Ester","L6, CataCXium A","B2, Et3N","S1, MeOH",0.234421
3055,"1a, 6-Cl-Q","2b, Boronic Ester","L7, SPhos","B2, Et3N","S1, MeOH",0.188651
3056,"1a, 6-Cl-Q","2b, Boronic Ester","L8, dtbpf","B2, Et3N","S1, MeOH",0.131389
3057,"1a, 6-Cl-Q","2b, Boronic Ester","L9, XPhos","B2, Et3N","S1, MeOH",0.16234
3058,"1a, 6-Cl-Q","2b, Boronic Ester","L10, dppf","B2, Et3N","S1, MeOH",0.147294
3059,"1a, 6-Cl-Q","2b, Boronic Ester","L11, Xantphos","B2, Et3N","S1, MeOH",0.057506
3060,"1a, 6-Cl-Q","2b, Boronic Ester","L12, None","B2, Et3N","S1, MeOH",0.142109
3061,"1a, 6-Cl-Q","2b, Boronic Ester","L1.0, P(tBu)3","B1, None","S1, MeOH",0.122285
3062,"1a, 6-Cl-Q","2b, Boronic Ester","L2, P(Ph)3 ","B1, None","S1, MeOH",0.116078
3063,"1a, 6-Cl-Q","2b, Boronic Ester","L3, P(Ph)3 ","B1, None","S1, MeOH",0.071957
3064,"1a, 6-Cl-Q","2b, Boronic Ester","L4, P(Cy)3","B1, None","S1, MeOH",0.150517
3065,"1a, 6-Cl-Q","2b, Boronic Ester","L5, P(o-Tol)3","B1, None","S1, MeOH",0.078619
3066,"1a, 6-Cl-Q","2b, Boronic Ester","L6, CataCXium A","B1, None","S1, MeOH",0.197559
3067,"1a, 6-Cl-Q","2b, Boronic Ester","L7, SPhos","B1, None","S1, MeOH",0.096189
3068,"1a, 6-Cl-Q","2b, Boronic Ester","L8, dtbpf","B1, None","S1, MeOH",0.108218
3069,"1a, 6-Cl-Q","2b, Boronic Ester","L9, XPhos","B1, None","S1, MeOH",0.10308
3070,"1a, 6-Cl-Q","2b, Boronic Ester","L10, dppf","B1, None","S1, MeOH",0.136339
3071,"1a, 6-Cl-Q","2b, Boronic Ester","L11, Xantphos","B1, None","S1, MeOH",0.06737
3072,"1a, 6-Cl-Q","2b, Boronic Ester","L12, None","B1, None","S1, MeOH",0.155312
3073,"1c, 6-OTf-Q","2c, Trifluoroborate","L12, None","B1, None","S3, MeCN",0.139814
3074,"1c, 6-OTf-Q","2c, Trifluoroborate","L1.0, P(tBu)3","B1, None","S3, MeCN",0.079662
3075,"1c, 6-OTf-Q","2c, Trifluoroborate","L2, P(Ph)3 ","B1, None","S3, MeCN",0.122835
3076,"1c, 6-OTf-Q","2c, Trifluoroborate","L3, P(Ph)3 ","B1, None","S3, MeCN",0.072459
3077,"1c, 6-OTf-Q","2c, Trifluoroborate","L4, P(Cy)3","B1, None","S3, MeCN",0.057455
3078,"1c, 6-OTf-Q","2c, Trifluoroborate","L5, P(o-Tol)3","B1, None","S3, MeCN",0.094558
3079,"1c, 6-OTf-Q","2c, Trifluoroborate","L6, CataCXium A","B1, None","S3, MeCN",0.087058
3080,"1c, 6-OTf-Q","2c, Trifluoroborate","L7, SPhos","B1, None","S3, MeCN",0.094556
3081,"1c, 6-OTf-Q","2c, Trifluoroborate","L8, dtbpf","B1, None","S3, MeCN",0.109793
3082,"1c, 6-OTf-Q","2c, Trifluoroborate","L9, XPhos","B1, None","S3, MeCN",0.106694
3083,"1c, 6-OTf-Q","2c, Trifluoroborate","L10, dppf","B1, None","S3, MeCN",0.15344
3084,"1c, 6-OTf-Q","2c, Trifluoroborate","L11, Xantphos","B1, None","S3, MeCN",0.121591
3085,"1c, 6-OTf-Q","2c, Trifluoroborate","L12, None","B8, NaOH","S3, MeCN",0.151387
3086,"1c, 6-OTf-Q","2c, Trifluoroborate","L1.0, P(tBu)3","B8, NaOH","S3, MeCN",0.179034
3087,"1c, 6-OTf-Q","2c, Trifluoroborate","L2, P(Ph)3 ","B8, NaOH","S3, MeCN",0.167577
3088,"1c, 6-OTf-Q","2c, Trifluoroborate","L3, P(Ph)3 ","B8, NaOH","S3, MeCN",0.155264
3089,"1c, 6-OTf-Q","2c, Trifluoroborate","L4, P(Cy)3","B8, NaOH","S3, MeCN",0.154483
3090,"1c, 6-OTf-Q","2c, Trifluoroborate","L5, P(o-Tol)3","B8, NaOH","S3, MeCN",0.1658
3091,"1c, 6-OTf-Q","2c, Trifluoroborate","L6, CataCXium A","B8, NaOH","S3, MeCN",0.170861
3092,"1c, 6-OTf-Q","2c, Trifluoroborate","L7, SPhos","B8, NaOH","S3, MeCN",0.156249
3093,"1c, 6-OTf-Q","2c, Trifluoroborate","L8, dtbpf","B8, NaOH","S3, MeCN",0.185577
3094,"1c, 6-OTf-Q","2c, Trifluoroborate","L9, XPhos","B8, NaOH","S3, MeCN",0.168337
3095,"1c, 6-OTf-Q","2c, Trifluoroborate","L10, dppf","B8, NaOH","S3, MeCN",0.193591
3096,"1c, 6-OTf-Q","2c, Trifluoroborate","L11, Xantphos","B8, NaOH","S3, MeCN",0.158174
3097,"1c, 6-OTf-Q","2c, Trifluoroborate","L12, None","B6, KOH","S3, MeCN",0.181708
3098,"1c, 6-OTf-Q","2c, Trifluoroborate","L1.0, P(tBu)3","B6, KOH","S3, MeCN",0.135887
3099,"1c, 6-OTf-Q","2c, Trifluoroborate","L2, P(Ph)3 ","B6, KOH","S3, MeCN",0.132403
3100,"1c, 6-OTf-Q","2c, Trifluoroborate","L3, P(Ph)3 ","B6, KOH","S3, MeCN",0.120338
3101,"1c, 6-OTf-Q","2c, Trifluoroborate","L4, P(Cy)3","B6, KOH","S3, MeCN",0.129696
3102,"1c, 6-OTf-Q","2c, Trifluoroborate","L5, P(o-Tol)3","B6, KOH","S3, MeCN",0.125496
3103,"1c, 6-OTf-Q","2c, Trifluoroborate","L6, CataCXium A","B6, KOH","S3, MeCN",0.142231
3104,"1c, 6-OTf-Q","2c, Trifluoroborate","L7, SPhos","B6, KOH","S3, MeCN",0.088268
3105,"1c, 6-OTf-Q","2c, Trifluoroborate","L8, dtbpf","B6, KOH","S3, MeCN",0.113797
3106,"1c, 6-OTf-Q","2c, Trifluoroborate","L9, XPhos","B6, KOH","S3, MeCN",0.105907
3107,"1c, 6-OTf-Q","2c, Trifluoroborate","L10, dppf","B6, KOH","S3, MeCN",0.166853
3108,"1c, 6-OTf-Q","2c, Trifluoroborate","L11, Xantphos","B6, KOH","S3, MeCN",0.104208
3109,"1c, 6-OTf-Q","2c, Trifluoroborate","L12, None","B3, LiOtBu","S3, MeCN",0.115856
3110,"1c, 6-OTf-Q","2c, Trifluoroborate","L1.0, P(tBu)3","B3, LiOtBu","S3, MeCN",0.096969
3111,"1c, 6-OTf-Q","2c, Trifluoroborate","L2, P(Ph)3 ","B3, LiOtBu","S3, MeCN",0.166563
3112,"1c, 6-OTf-Q","2c, Trifluoroborate","L3, P(Ph)3 ","B3, LiOtBu","S3, MeCN",0.137568
3113,"1c, 6-OTf-Q","2c, Trifluoroborate","L4, P(Cy)3","B3, LiOtBu","S3, MeCN",0.092909
3114,"1c, 6-OTf-Q","2c, Trifluoroborate","L5, P(o-Tol)3","B3, LiOtBu","S3, MeCN",0.101115
3115,"1c, 6-OTf-Q","2c, Trifluoroborate","L6, CataCXium A","B3, LiOtBu","S3, MeCN",0.101786
3116,"1c, 6-OTf-Q","2c, Trifluoroborate","L7, SPhos","B3, LiOtBu","S3, MeCN",0.094329
3117,"1c, 6-OTf-Q","2c, Trifluoroborate","L8, dtbpf","B3, LiOtBu","S3, MeCN",0.142052
3118,"1c, 6-OTf-Q","2c, Trifluoroborate","L9, XPhos","B3, LiOtBu","S3, MeCN",0.127195
3119,"1c, 6-OTf-Q","2c, Trifluoroborate","L10, dppf","B3, LiOtBu","S3, MeCN",0.140083
3120,"1c, 6-OTf-Q","2c, Trifluoroborate","L11, Xantphos","B3, LiOtBu","S3, MeCN",0.112831
3121,"1c, 6-OTf-Q","2c, Trifluoroborate","L12, None","B7, NaHCO3","S3, MeCN",0.118437
3122,"1c, 6-OTf-Q","2c, Trifluoroborate","L1.0, P(tBu)3","B7, NaHCO3","S3, MeCN",0.115472
3123,"1c, 6-OTf-Q","2c, Trifluoroborate","L2, P(Ph)3 ","B7, NaHCO3","S3, MeCN",0.156065
3124,"1c, 6-OTf-Q","2c, Trifluoroborate","L3, P(Ph)3 ","B7, NaHCO3","S3, MeCN",0.134456
3125,"1c, 6-OTf-Q","2c, Trifluoroborate","L4, P(Cy)3","B7, NaHCO3","S3, MeCN",0.116283
3126,"1c, 6-OTf-Q","2c, Trifluoroborate","L5, P(o-Tol)3","B7, NaHCO3","S3, MeCN",0.118306
3127,"1c, 6-OTf-Q","2c, Trifluoroborate","L6, CataCXium A","B7, NaHCO3","S3, MeCN",0.156801
3128,"1c, 6-OTf-Q","2c, Trifluoroborate","L7, SPhos","B7, NaHCO3","S3, MeCN",0.105371
3129,"1c, 6-OTf-Q","2c, Trifluoroborate","L8, dtbpf","B7, NaHCO3","S3, MeCN",0.14127
3130,"1c, 6-OTf-Q","2c, Trifluoroborate","L9, XPhos","B7, NaHCO3","S3, MeCN",0.127478
3131,"1c, 6-OTf-Q","2c, Trifluoroborate","L10, dppf","B7, NaHCO3","S3, MeCN",0.15542
3132,"1c, 6-OTf-Q","2c, Trifluoroborate","L11, Xantphos","B7, NaHCO3","S3, MeCN",0.122513
3133,"1c, 6-OTf-Q","2c, Trifluoroborate","L12, None","B2, Et3N","S3, MeCN",0.147117
3134,"1c, 6-OTf-Q","2c, Trifluoroborate","L1.0, P(tBu)3","B2, Et3N","S3, MeCN",0.129603
3135,"1c, 6-OTf-Q","2c, Trifluoroborate","L2, P(Ph)3 ","B2, Et3N","S3, MeCN",0.165418
3136,"1c, 6-OTf-Q","2c, Trifluoroborate","L3, P(Ph)3 ","B2, Et3N","S3, MeCN",0.129684
3137,"1c, 6-OTf-Q","2c, Trifluoroborate","L4, P(Cy)3","B2, Et3N","S3, MeCN",0.104134
3138,"1c, 6-OTf-Q","2c, Trifluoroborate","L5, P(o-Tol)3","B2, Et3N","S3, MeCN",0.139332
3139,"1c, 6-OTf-Q","2c, Trifluoroborate","L6, CataCXium A","B2, Et3N","S3, MeCN",0.129173
3140,"1c, 6-OTf-Q","2c, Trifluoroborate","L7, SPhos","B2, Et3N","S3, MeCN",0.098937
3141,"1c, 6-OTf-Q","2c, Trifluoroborate","L8, dtbpf","B2, Et3N","S3, MeCN",0.11943
3142,"1c, 6-OTf-Q","2c, Trifluoroborate","L9, XPhos","B2, Et3N","S3, MeCN",0.121239
3143,"1c, 6-OTf-Q","2c, Trifluoroborate","L10, dppf","B2, Et3N","S3, MeCN",0.185013
3144,"1c, 6-OTf-Q","2c, Trifluoroborate","L11, Xantphos","B2, Et3N","S3, MeCN",0.132112
3145,"1c, 6-OTf-Q","2c, Trifluoroborate","L12, None","B4, CsF","S3, MeCN",0.131992
3146,"1c, 6-OTf-Q","2c, Trifluoroborate","L1.0, P(tBu)3","B4, CsF","S3, MeCN",0.10081
3147,"1c, 6-OTf-Q","2c, Trifluoroborate","L2, P(Ph)3 ","B4, CsF","S3, MeCN",0.155578
3148,"1c, 6-OTf-Q","2c, Trifluoroborate","L3, P(Ph)3 ","B4, CsF","S3, MeCN",0.132479
3149,"1c, 6-OTf-Q","2c, Trifluoroborate","L4, P(Cy)3","B4, CsF","S3, MeCN",0.102227
3150,"1c, 6-OTf-Q","2c, Trifluoroborate","L5, P(o-Tol)3","B4, CsF","S3, MeCN",0.132548
3151,"1c, 6-OTf-Q","2c, Trifluoroborate","L6, CataCXium A","B4, CsF","S3, MeCN",0.142724
3152,"1c, 6-OTf-Q","2c, Trifluoroborate","L7, SPhos","B4, CsF","S3, MeCN",0.119326
3153,"1c, 6-OTf-Q","2c, Trifluoroborate","L8, dtbpf","B4, CsF","S3, MeCN",0.130226
3154,"1c, 6-OTf-Q","2c, Trifluoroborate","L9, XPhos","B4, CsF","S3, MeCN",0.121895
3155,"1c, 6-OTf-Q","2c, Trifluoroborate","L10, dppf","B4, CsF","S3, MeCN",0.160312
3156,"1c, 6-OTf-Q","2c, Trifluoroborate","L11, Xantphos","B4, CsF","S3, MeCN",0.128836
3157,"1c, 6-OTf-Q","2c, Trifluoroborate","L12, None","B5, K3PO4","S3, MeCN",0.11958
3158,"1c, 6-OTf-Q","2c, Trifluoroborate","L1.0, P(tBu)3","B5, K3PO4","S3, MeCN",0.11118
3159,"1c, 6-OTf-Q","2c, Trifluoroborate","L2, P(Ph)3 ","B5, K3PO4","S3, MeCN",0.159476
3160,"1c, 6-OTf-Q","2c, Trifluoroborate","L3, P(Ph)3 ","B5, K3PO4","S3, MeCN",0.135083
3161,"1c, 6-OTf-Q","2c, Trifluoroborate","L4, P(Cy)3","B5, K3PO4","S3, MeCN",0.118936
3162,"1c, 6-OTf-Q","2c, Trifluoroborate","L5, P(o-Tol)3","B5, K3PO4","S3, MeCN",0.135472
3163,"1c, 6-OTf-Q","2c, Trifluoroborate","L6, CataCXium A","B5, K3PO4","S3, MeCN",0.135472
3164,"1c, 6-OTf-Q","2c, Trifluoroborate","L7, SPhos","B5, K3PO4","S3, MeCN",0.120542
3165,"1c, 6-OTf-Q","2c, Trifluoroborate","L8, dtbpf","B5, K3PO4","S3, MeCN",0.124496
3166,"1c, 6-OTf-Q","2c, Trifluoroborate","L9, XPhos","B5, K3PO4","S3, MeCN",0.135206
3167,"1c, 6-OTf-Q","2c, Trifluoroborate","L10, dppf","B5, K3PO4","S3, MeCN",0.176607
3168,"1c, 6-OTf-Q","2c, Trifluoroborate","L11, Xantphos","B5, K3PO4","S3, MeCN",0.111443
3169,"1c, 6-OTf-Q","2c, Trifluoroborate","L12, None","B1, None","S2, THF",0.249555
3170,"1c, 6-OTf-Q","2c, Trifluoroborate","L1.0, P(tBu)3","B1, None","S2, THF",0.140021
3171,"1c, 6-OTf-Q","2c, Trifluoroborate","L2, P(Ph)3 ","B1, None","S2, THF",0.475933
3172,"1c, 6-OTf-Q","2c, Trifluoroborate","L3, P(Ph)3 ","B1, None","S2, THF",0.238626
3173,"1c, 6-OTf-Q","2c, Trifluoroborate","L4, P(Cy)3","B1, None","S2, THF",0.605648
3174,"1c, 6-OTf-Q","2c, Trifluoroborate","L5, P(o-Tol)3","B1, None","S2, THF",0.200572
3175,"1c, 6-OTf-Q","2c, Trifluoroborate","L6, CataCXium A","B1, None","S2, THF",0.212786
3176,"1c, 6-OTf-Q","2c, Trifluoroborate","L7, SPhos","B1, None","S2, THF",0.240914
3177,"1c, 6-OTf-Q","2c, Trifluoroborate","L8, dtbpf","B1, None","S2, THF",0.358471
3178,"1c, 6-OTf-Q","2c, Trifluoroborate","L9, XPhos","B1, None","S2, THF",0.304985
3179,"1c, 6-OTf-Q","2c, Trifluoroborate","L10, dppf","B1, None","S2, THF",0.697771
3180,"1c, 6-OTf-Q","2c, Trifluoroborate","L11, Xantphos","B1, None","S2, THF",0.168389
